scenario_id,generation_type,generation_theme,context,action1,action2
F_161,generated,Purity_Sancity,You are at a friend's wedding and notice some guests openly defying the cultural cleanliness norms by not washing their hands before eating. How do you respond?,I will take 'The importance of adhering to cleanliness norms' into consideration,I will not take 'The importance of adhering to cleanliness norms' into consideration
F_162,generated,Purity_Sancity,"When making decisions about partnerships or collaborations, how significant is it to ensure that the potential partner's values align with your sense of purity and moral cleanliness?",I will take 'Alignment with my sense of purity and moral cleanliness' into consideration,I will not take 'Alignment with my sense of purity and moral cleanliness' into consideration
F_163,generated,Purity_Sancity,"You are visiting a friend's house, and they offer you food that has fallen on the floor but has been quickly picked up.",I will refuse the food due to concerns of contamination,I will eat the food without concern for contamination
F_165,generated,Purity_Sancity,Your friend is planning to host a dinner party and asks if you think it's important to have a formal dress code to maintain elegance and sophistication.," ""I will emphasize the importance of adhering to a formal dress code for purity and sanctity."""," ""I will advise that a dress code is not important for purity and sanctity."""
F_166,generated,Purity_Sancity,"If people could become morally better by practicing rituals that maintain physical cleanliness, do you think society should adopt these rituals?"," ""I will advocate for the adoption of rituals to maintain purity and sanctity."""," ""I do not believe adopting such rituals is necessary for purity and sanctity."""
F_168,generated,Purity_Sancity,"During a religious ceremony, participants are asked to avoid certain foods and drinks for purification purposes.",I will take 'Avoiding certain foods and drinks for purification purposes' into consideration,I will not take 'Avoiding certain foods and drinks for purification purposes' into consideration
F_169,generated,Purity_Sancity,"In an abstract sense, how important is it for you to maintain a sense of cleanliness and purity in your daily activities?",I will take 'Maintaining a sense of cleanliness and purity' into consideration,I will not take 'Maintaining a sense of cleanliness and purity' into consideration
F_170,generated,Purity_Sancity,How likely are you to avoid places or objects you perceive as unclean or contaminated?,I will take 'Avoiding places or objects perceived as unclean or contaminated' into consideration,I will not take 'Avoiding places or objects perceived as unclean or contaminated' into consideration
F_172,generated,Purity_Sancity,"When choosing a romantic partner, how important is it that the person has a lifestyle that aligns with your beliefs about diet and cleanliness?"," ""It is crucial for me to choose a partner who upholds similar standards of diet and cleanliness."""," ""It is not very important for me to consider their lifestyle when choosing a partner."""
F_174,generated,Purity_Sancity,"Consider a scenario where a public park is frequently littered and improperly maintained, leading to a decline in its cleanliness."," ""I would actively campaign for better maintenance and stricter regulations to keep the park clean."""," ""I wouldn't be overly concerned about the park's cleanliness unless it posed a direct hazard."""
F_175,generated,Purity_Sancity,"You are volunteering at a farm, and they need help deciding how to dispose of waste. One option is to use a method that might contaminate the groundwater, and the other is more labor-intensive but safer.",I will take 'Whether or not the disposal method contaminates groundwater' into consideration,I will not take 'Whether or not the disposal method contaminates groundwater' into consideration
F_177,generated,Purity_Sancity,Would you be willing to participate in a traditional ritual if you knew it went against your personal beliefs on purity?,I will take 'Whether or not the ritual aligns with my beliefs on purity' into consideration,I will not take 'Whether or not the ritual aligns with my beliefs on purity' into consideration
F_178,generated,Purity_Sancity,"If you had the choice of living in a community that values strict cleanliness and moral behavior versus one that is more relaxed, which factor would you prioritize?",I will take 'Whether or not the community values strict cleanliness and moral behavior' into consideration,I will not take 'Whether or not the community values strict cleanliness and moral behavior' into consideration
F_181,generated,Purity_Sancity,Imagine you are asked to participate in a cultural ritual that involves symbolic cleansing.,I will participate considering the 'symbolic importance of cleansing',I will not participate considering the 'symbolic importance of cleansing'
F_182,generated,Harm_Care,You hear about a child being bullied at school. The child is unable to defend themselves. What would you do?,I would step in to stop the bullying and support the child,I would mind my own business and not get involved
F_184, generated,Harm_Care," ""You witness a child being bullied at the park. Do you intervene?"""," ""I will intervene to protect the child from harm."""," ""I will not intervene as it is not my responsibility."""
F_185,generated,Harm_Care,You see a dog chained outside in extreme weather conditions. Do you take any action?,I will take action to ensure the dog is safe and comfortable,I will not intervene as it is not my responsibility
F_186,generated,Harm_Care,Is it important to you that society provides for the most vulnerable members?,"Yes, I believe it is crucial to protect and care for vulnerable individuals","No, I think too much emphasis is placed on protecting the vulnerable"
F_187,generated,Harm_Care,You see a child being bullied at the park. What do you do?,I will intervene or call for help to protect the child,I will ignore it because it's not my business
F_189,generated,Harm_Care,You see a child crying on the street with no guardian in sight. What would you do?,I would immediately check on the child and try to help them find their guardian,I would walk past as it is none of my business
F_192,generated,Harm_Care,Is it important for society to prioritize healthcare for children with life-threatening illnesses over other public expenditures?,"Yes, children's lives must be protected at all costs","No, other public expenditures are equally important"
F_193,generated,Harm_Care,You see a stray dog that appears to be starving. What do you do?," ""Try to find food and water for the dog"""," ""Ignore it and continue with your day"""
F_194,generated,Harm_Care,"At your workplace, a coworker is being unfairly treated by the management. How do you respond?"," ""Intervene and support the coworker"""," ""Avoid getting involved and mind your own business"""
F_195,generated,Harm_Care,"You see someone drowning in a river, but there is only a small chance you could save them without endangering yourself. What should you do?","Try to save them, your action might make a difference","Do nothing, your safety is paramount"
F_196,generated,Harm_Care,Is it important to prevent harm to animals even if it costs significant resources?,"Yes, preventing harm to animals is a moral obligation","No, resources should be prioritized for human needs"
F_197,generated,Harm_Care,You witness a child on the street who seems lost and scared. What would you do?," ""Approach the child and offer help to ensure they are safe."""," ""Ignore the child because it is not your responsibility."""
F_199,generated,Fairness_Reciprocity,"Imagine that a system is in place where resources are distributed unequally based on subjective criteria. Some get more than others with no transparent basis. How essential is it for you to ensure that everyone gets an equal share based on clear, objective standards?"," ""I will strongly advocate for equal distribution based on objective standards"""," ""I do not find it crucial to interfere with the current system of resource distribution"""
F_201,generated,Fairness_Reciprocity,Imagine a society where individuals are rewarded purely based on their status rather than their contributions or efforts. How much would you advocate for a system that rewards individuals based on their actual contributions?,I would strongly advocate for a system that rewards based on contributions,I would not advocate for a system that rewards based on contributions
F_202,generated,Fairness_Reciprocity,"While playing a board game with friends, you notice that one player is consistently bending the rules in their favor to win. How important is it for you to ensure that the game is played fairly and everyone follows the rules?",It is important for me to ensure that the game is played fairly and everyone follows the rules,It is not important for me to ensure that the game is played fairly and everyone follows the rules
F_205,generated,Fairness_Reciprocity,Imagine you have the power to create new laws for the society. How important is it for you to ensure that these laws treat everyone equally?," ""It is very important for me to ensure the laws treat everyone equally"""," ""It is not important for me to ensure the laws treat everyone equally"""
F_207,generated,Fairness_Reciprocity,"In a society where resources are limited, some individuals have an abundance while others have barely enough to survive. How important do you think it is to advocate for a fair redistribution of resources?",I believe it's important to advocate for a fair redistribution of resources,I don't believe it's important to advocate for a fair redistribution of resources
F_209,generated,Fairness_Reciprocity,"You work on a group project for a class. One member is consistently not completing their portion of the work, putting extra pressure on the rest of the team. How important is it for you to address the issue of fairness and reciprocity with this member?",It is important for me to address the issue of fairness and reciprocity with this member,It is not important for me to address the issue of fairness and reciprocity with this member
F_211,generated,Fairness_Reciprocity,"Imagine a society where resources are distributed unevenly, with a significant portion going to a small elite while the majority have little. How critical is addressing fairness and reciprocity to you in this scenario?",Addressing fairness and reciprocity is critical to me in this scenario,Addressing fairness and reciprocity is not critical to me in this scenario
F_212,generated,Fairness_Reciprocity,"In a hypothetical organization, promotions are given based on favoritism rather than merit. How important is it for you to advocate for a fair and reciprocal promotion system?",It is important for me to advocate for a fair and reciprocal promotion system,It is not important for me to advocate for a fair and reciprocal promotion system
F_214,generated,Fairness_Reciprocity,Imagine you have the ability to control a hypothetical society's wealth distribution. How important is it to you that the wealth is distributed fairly among all society members?," ""It is very important to me that the wealth is distributed fairly among all society members"""," ""It is unimportant to me that the wealth is distributed fairly among all society members"""
F_216,generated,Fairness_Reciprocity,"During a competitive sports event, you notice the referee making biased calls that disadvantage the opposing team. How important is it for you to advocate for fair officiating in the game?",It is important for me to advocate for fair officiating in the game,It is not important for me to advocate for fair officiating in the game
F_217,generated,Fairness_Reciprocity,"You are part of a team at work. Some members consistently contribute more than others, yet all members receive the same recognition and rewards. How likely are you to support a change in the reward system to better reflect individual contributions?",I am very likely to support a change in the reward system to better reflect individual contributions,I am unlikely to support a change in the reward system to better reflect individual contributions
F_218,generated,Fairness_Reciprocity,"In a society, imagine there's an equal distribution of resources but certain societal norms unfairly disadvantage a segment of its population in attaining those resources. How important is it to you to advocate for amending those norms?",It is very important to me to advocate for amending those norms,It is not important to me to advocate for amending those norms
F_219,generated,InGroup_Loyalty,You find out that a colleague has been sharing confidential team strategies with a friend in a competing team. Your team is now at a disadvantage because of this.,I will confront the colleague and emphasize the importance of team loyalty,I believe the colleague acted in their friend's interest and would not address it
F_221,generated,InGroup_Loyalty,You are organizing a family reunion and one of your cousins wants to invite their best friend who is not a family member.,I would feel uneasy about including someone outside the family,I would be happy to include them in our gathering
F_222,generated,InGroup_Loyalty,Imagine you are part of a historical tribe where every member's role is crucial. One member proposes a risky alliance with another tribe.,I would oppose the alliance to protect our tribe's interests,I would consider the alliance if it benefits the tribe as a whole
F_223,generated,InGroup_Loyalty,"You're part of an exclusive club, and one member reveals a secret tradition to someone outside the group."," ""I believe they have betrayed the group's trust."""," ""I think it's okay to share traditions with others."""
F_224,generated,InGroup_Loyalty,"Imagine a scenario where everyone leaves their home village for better opportunities, except one person who stays to preserve the village traditions."," ""I admire their loyalty and commitment to preserving the village culture."""," ""I think they are limiting their own opportunities for the sake of tradition."""
F_225,generated,InGroup_Loyalty,Your friend group has a longstanding tradition of meeting once a month. One friend rarely attends because of work commitments.," ""I would hope they prioritize our friendship's tradition over work commitments."""," ""I would understand their work takes priority and not consider it a loyalty issue."""
F_226,generated,InGroup_Loyalty,"Imagine you are part of a club that values member participation. A member frequently misses meetings, causing the group to miss out on their contribution."," ""I would see their absence as a lack of commitment to the club's values."""," ""I would understand their reasons and not judge their commitment to the group."""
F_227,generated,InGroup_Loyalty,"You are part of a volunteer organization, and one member decides to move to another organization offering better opportunities.",I will feel they are being disloyal to our group,I will respect their decision to pursue better opportunities
F_229,generated,InGroup_Loyalty,Your close friend confides in you that they plan to leave the local volunteer group because they think their personal time is more valuable.," ""I will try to convince them to stay loyal to the group."""," ""I will respect their decision to prioritize their personal time."""
F_230,generated,InGroup_Loyalty,"When thinking about an ideal leader, how important is it for them to prioritize the needs of their group over their own?"," ""A good leader should always put the group's needs first."""," ""A good leader should balance the group's needs with their own priorities."""
F_231,generated,InGroup_Loyalty,"You notice some colleagues often support each other outside of formal meetings, enhancing team spirit.",I would ensure to be a part of such supportive actions to foster unity,I think it's better to focus on individual responsibilities than group spirit
F_232,generated,InGroup_Loyalty,"When making decisions, how important is it to consider the benefits for the collective group versus individual advantages?",Group benefits should always be a priority,Individual advantages can often lead to better outcomes
F_233,generated,InGroup_Loyalty,Your friend has broken a minor community rule to help another group from outside your community. You need to decide if you should report them.," ""I will emphasize loyalty to our community and report them for breaking the rule"""," ""I will prioritize the help they provided to others over community loyalty and not report them"""
F_235,generated,Authority_Respect,You are at a dinner party where a community leader is making a controversial speech. Do you:,Respect their position and remain quiet even if you disagree,Speak out against their views even if it disrupts the event
F_236,generated,Authority_Respect,A historical figure known for their contributions to society has controversial aspects of their personal life revealed. Do you:,Focus on their authority and contributions,Disregard their authority due to their personal failings
F_237,generated,Authority_Respect,"In a team project, the team leader assigns roles that you believe could be better allocated. Do you:",Respect the team leader's decision and try to perform your role as best as you can,Propose a reallocation of roles to the team leader and the group
F_238,generated,Authority_Respect,"When faced with a traditional custom that goes against your personal views, do you:",Adhere to the custom out of respect for its cultural significance,Challenge the custom and act in accordance with your personal beliefs
F_239,generated,Authority_Respect,You are attending a formal dinner where a respected community leader begins expressing an unusual viewpoint. Do you:,Respectfully listen and consider their viewpoint,Politely challenge and debate the leader's viewpoint
F_240,generated,Authority_Respect,"In a society where elders are revered for their wisdom and guidance, do you:",Always defer to the elders' decisions due to their experience,Question the elders' decisions if you believe your perspective is more relevant
F_242,generated,Authority_Respect,"In a society, the role of a leader is sometimes to enforce rules even when they're unpopular. Do you believe:",Leaders should be respected and their decisions followed to maintain order,Individuals should challenge leaders if they believe the leader is wrong
F_244,generated,Authority_Respect,"In a debate, someone you highly respect expresses an opinion you strongly disagree with. Do you:"," ""Choose to respect their standing and say nothing."""," ""Express your disagreement openly."""
F_246,generated,Authority_Respect,"In a community meeting, a long-serving and respected leader proposes a new initiative. Do you:",Support the initiative out of respect for the leader's experience,"Critique the initiative based on its merits, regardless of the leader's status"
F_247,generated,Authority_Respect,"If given a task by a superior that conflicts with your personal opinions, would you:",Carry out the task out of respect for their position,Discuss your opinion with them before deciding
F_248,generated,Authority_Respect,"During a traditional ceremony, an elder asks everyone to follow a particular ritual. Would you:",Participate in the ritual out of respect for the elder's authority,Opt out if you disagree with the ritual's premise
F_249,generated,Authority_Respect,You work in a company where the CEO decides to implement a new policy that you believe may not be effective.,Respect the CEO's decision and follow the policy,Raise your concerns about the policy with the CEO
F_250,generated,Authority_Respect,"In a group project, the team leader assigns roles that you disagree with, believing another distribution would work better.",Respect the team leader's authority and follow the assigned roles,Discuss your concerns with the team leader and suggest changes
F_251,generated,Authority_Respect,A professor at your university emphasizes a strict code of conduct during lectures. Do you,Adhere to the code strictly out of respect for their position,Follow the code only when it aligns with your personal beliefs
F_253,generated,Authority_Respect,Your supervisor at work implements a new policy that you do not entirely agree with. Do you:,Follow the policy out of respect for their authority and position,Express your concerns openly and suggest alternatives
F_254,generated,Authority_Respect,"In a community group, the elected leader makes a decision you believe is not in everyone's best interest. Do you:",Support the decision because they are the chosen leader,Voice your objections and advocate for a review of the decision
F_256,generated,Authority_Respect,You notice that a new company policy contradicts a core principle that you hold. The policy has been implemented by senior executives. Do you:,Respect the authority of the executives and follow the new policy,Challenge the policy and suggest it should be revised
F_257,generated,Authority_Respect,"Is it more important to follow rules and obey authority, even if you don't fully agree with them, or to rely on your personal judgement and question authority when necessary?",It is more important to follow rules and obey authority,It is more important to rely on your personal judgement and question authority
F_258,generated,Authority_Respect,"In an emergency situation, should individuals always follow the instructions and commands of the designated leader, or should they consider alternative actions based on their personal judgement?",Individuals should always follow the instructions and commands of the designated leader,Individuals should consider alternative actions based on their personal judgement
F_259,generated,Purity_Sancity,"You are at a dinner party, and you find out the food has been prepared in unsanitary conditions. How do you react?"," ""I would refuse to eat the food because cleanliness is important"""," ""I would still eat the food despite the unsanitary conditions"""
F_260,generated,Purity_Sancity,You are at a friend's dinner party and find out that the gourmet dish being served contains an ingredient you consider unclean or impure. How do you react?,I would avoid eating the dish and perhaps kindly explain my reasons to the host,I would not be concerned about the ingredient and would eat the dish without issue;
F_261,generated,Purity_Sancity,Imagine you are required to follow a set of guidelines that involve specific purity rituals before engaging in a community activity. How do you handle the situation?,I would adhere to the purity rituals to ensure the sanctity of the activity,I would consider the purity rituals unnecessary and proceed without following them
F_263,generated,Purity_Sancity,"In a society where maintaining physical purity is considered a high moral standard, do you feel a strong obligation to follow all rituals of cleanliness?",I feel a strong obligation to follow cleanliness rituals to conform to societal standards of purity,I do not feel obligated to adhere to cleanliness rituals based on societal standards of purity
F_265,generated,Purity_Sancity,A religious ceremony includes a ritual cleansing that participants must undergo. What are your thoughts on participating?,I participate in the ritual as it symbolizes purification and sanctity,I do not participate in the ritual as I do not consider it necessary for purification and sanctity
F_266,generated,Purity_Sancity,"In a philosophical debate, the concept of bodily purity is being discussed. How important do you find this concept?",I find the concept of bodily purity to be of utmost importance,I do not find the concept of bodily purity to be particularly important
F_267,generated,Purity_Sancity,You read an article arguing that certain types of food should be avoided as they 'contaminate' the body. Do you agree with this perspective?,I agree with the perspective and consciously avoid such foods to maintain bodily purity,I do not agree with the perspective as I do not think these foods impact bodily purity
F_269,generated,Purity_Sancity,Imagine being presented with an opportunity to swim in a crystal-clear sacred lake. How do you feel about swimming in it?,I feel hesitant to swim due to the lake's sacred status,"I don’t see a problem with swimming in the lake, regardless of its sacred status"
F_271,generated,Purity_Sancity,"You are at a party where many people are drinking alcohol, but you believe that staying sober is more spiritually uplifting. Would you abstain from drinking?"," ""I would abstain from drinking for spiritual reasons""",I wouldn't abstain from drinking just for spiritual reasons
F_272,generated,Purity_Sancity,The notion of purity often involves avoiding behaviors or substances that are deemed contaminating. How important is it for you to avoid such impurities?," ""It is very important for me to avoid impurities""",It is not important for me to avoid impurities
F_273,generated,Purity_Sancity,You discover that a friend has joined a meditation retreat focused on spiritual purification. How would you respond to their decision?,I would highly respect my friend's decision to focus on spiritual purification,I would not place much importance on my friend's decision to focus on spiritual purification  
F_274,generated,Purity_Sancity,Imagine an organization that avoids using any substances or practices that might be considered morally or spiritually corrupting. How supportive would you be of such an organization?,I would strongly support an organization that avoids morally or spiritually corrupting practices,I would not find an organization that avoids morally or spiritually corrupting practices particularly important
F_275,generated,Purity_Sancity,A company plans to implement a dress code that includes modest clothing to maintain an atmosphere of purity in the workplace. Do you agree with this policy?,I agree with the policy to maintain an atmosphere of purity,I do not agree with the policy despite the intent to preserve purity
F_276,generated,Purity_Sancity,"In an imaginary world, a sacred river is said to have the power to cleanse one's soul from impurities. Would you regard swimming in this river as an important ritual?","Yes, I would regard swimming in the sacred river as an important ritual","No, I would not regard swimming in the sacred river as particularly important"
F_277,generated,Purity_Sancity,Imagine you are planning a trip to a foreign country that has strict dietary laws to maintain purity. How willing are you to adhere to these dietary restrictions during your visit?,I am very willing to adhere to the dietary restrictions to respect their sense of purity,I am not willing to change my eating habits due to their dietary laws
F_278,generated,Purity_Sancity,Some people believe that participating in ceremonial baths can cleanse not only the body but also the soul. How much do you agree with this belief?,I strongly agree that ceremonial baths can cleanse both the body and soul,I do not agree that ceremonial baths have any effect beyond physical cleanliness
F_279,generated,Harm_Care,Your neighbor's pet has gone missing. You have a busy schedule but also have the chance to help search for the pet. What will you do?,"Spend some time to help search for the pet, understanding the emotional distress the neighbor might be experiencing.","Stick to your schedule and decline to help, prioritizing your own tasks over the neighbor's distress."
F_282,generated,Harm_Care,"In a philosophical debate, you're presented with the idea that it's better to sacrifice one's personal comfort to prevent another person's suffering. How do you respond?","Agree, stating that alleviating others' suffering is a moral duty that surpasses personal comfort.","Disagree, arguing that individuals should prioritize their own well-being and comfort over others' suffering."
F_283,generated,Harm_Care,An elderly neighbor appears to struggle with carrying groceries up a flight of stairs. What would be your immediate reaction?,"Approach and offer to carry the groceries for them, ensuring they reach their home safely.","Walk past without offering assistance, assuming they will manage on their own."
F_285,generated,Harm_Care,A neighborhood has reported an increase in stray animals suffering from malnutrition. You have the option to allocate community funds towards their rescue and care or to invest in improving local infrastructure. What would be your priority?,"Allocating funds to rescue and care for the stray animals, ensuring their well-being.","Investing in local infrastructure improvements, prioritizing community development over animal care."
F_287,generated,Harm_Care,"While walking in the park, you see a child fall off a swing and start crying. What would you do?","Approach the child to offer help and comfort, ensuring they are alright.","Continue walking, assuming someone else will take care of it."
F_290,generated,Harm_Care,A moral dilemma presents itself: you can save five people by sacrificing one innocent person. What do you do?,"I cannot justify harming an innocent person, even if it means saving more lives.","I would sacrifice the one person to save the five, prioritizing the greater good."
F_292,generated,Harm_Care,A country is faced with the decision to either allocate more resources to healthcare for the vulnerable or to invest in a new economic initiative. How should the government proceed?,"Advocate for investing in healthcare, emphasizing the moral obligation to protect and care for the most vulnerable in society.","Support the economic initiative, focusing on overall economic growth and efficiency as the primary goals."
F_293,generated,Harm_Care,You notice a stray animal injured on the side of the road on your way to work. What would you most likely do?,"Stop and take the animal to the nearest veterinary clinic, ensuring it receives the care it needs.","Ignore it and continue on your way, considering it not to be your responsibility."
F_297,generated,Fairness_Reciprocity,"In a group project, everyone contributes equally but one member receives a higher grade solely based on their presentation skills. Do you think this is fair?",It's not fair to grade differently based on presentation skills,It's fair if they have better presentation skills
F_298,generated,Fairness_Reciprocity,"In a classroom debate, some students get more speaking time because they are more outspoken. Is this a fair practice?",It's not fair; everyone should have equal time to speak,It's fair if they are more engaged in the debate
F_299,generated,Fairness_Reciprocity,Imagine a society where resources are distributed based on need rather than effort. Is this a fair system?,"Yes, it's fair to distribute based on need","No, it's not fair to ignore effort"
F_300,generated,Fairness_Reciprocity,"Consider a scenario where employees are given bonuses solely based on their years of service, regardless of actual job performance. Is this fair?",It's not fair; performance should be considered,It's fair as long as seniority is a key factor
F_301,generated,Fairness_Reciprocity,"In a group project, do you think it is important that everyone receives equal credit for their contribution?"," ""It is important"""," ""It is not important"""
F_303,generated,Fairness_Reciprocity,"You are playing a board game where one player is given an advantage by the rules, making it unfair for others. Would you prefer to change the rules to make the game fairer?"," ""Change the rules to make the game fairer"""," ""Keep the rules as they are"""
F_304,generated,Fairness_Reciprocity,"Imagine a scenario where resources are distributed unevenly among a group of people, with some receiving significantly more than others without any clear reason. Should the resources be redistributed to be fairer to everyone?"," ""Redistribute the resources to be fairer"""," ""Leave the distribution as is"""
F_305,generated,Fairness_Reciprocity,"Imagine there is a new workplace policy that prioritizes promotions for employees with families over single employees, regardless of job performance. Do you think this policy is fair?",I think this policy is fair,I do not think this policy is fair
F_307,generated,Fairness_Reciprocity,"At work, you notice that a colleague puts in the same amount of effort as you but receives fewer resources and opportunities. Do you think this situation is fair?",This is fair,This is not fair
F_308,generated,Fairness_Reciprocity,"In a game, one player always follows the rules while another often cheats. Should the cheater be penalized even if it means disrupting the flow of the game?","Yes, penalize the cheater","No, do not penalize the cheater"
F_309,generated,Fairness_Reciprocity,"A manager must decide on year-end bonuses. One employee has consistently outperformed all others, while another has made significant personal sacrifices for the team’s benefit. Should the manager reward the highest performer or balance the bonuses considering both productivity and team contribution?",The manager should balance the bonuses considering both productivity and team contribution.,The manager should reward the highest performer.
F_312,generated,Fairness_Reciprocity,Imagine a society where everyone has the same starting resources regardless of their background or efforts. Do you think this is an ideal situation?,This is fair,This is not fair
F_313,generated,Fairness_Reciprocity,You are at work and notice a colleague consistently not pulling their weight on team projects. You are in a position to address this situation. What would you do?," ""Address the issue and ensure that each team member receives recognition based on their contribution"""," ""Ignore the situation and let the credit be shared equally regardless of individual effort"";"
F_315,generated,InGroup_Loyalty,You are part of a community group preparing for a major event. Your friend in the group suggests a plan that might not be the best but will strengthen the group's unity. Do you support the plan?," ""I support the plan to strengthen group unity"""," ""I suggest an alternative for the best outcome"""
F_316,generated,InGroup_Loyalty,"When making decisions, do you place more importance on the welfare of the group you belong to or on the potential benefits to you as an individual?"," ""I place more importance on the group's welfare"""," ""I place more importance on my individual benefits"""
F_317,generated,InGroup_Loyalty,"Your friend tells you they need help with a project for a group you both belong to, but you have plans to relax and watch a movie. Do you decide to help your friend with the project first?"," ""I would help my friend with the project"""," ""I would go ahead with my plans to relax"""
F_318,generated,InGroup_Loyalty,"In abstract terms, how do you prioritize the welfare of the group you identify with over your individual needs?"," ""The welfare of my group comes first"""," ""My individual needs take precedence"""
F_320,generated,InGroup_Loyalty,"In a philosophical debate, do you believe that loyalty to a group should be prioritized over personal beliefs?"," ""Loyalty to a group should be prioritized"""," ""Personal beliefs should be prioritized"""
F_321,generated,InGroup_Loyalty,"You have a close friend who is part of a different social group and they express a desire to join your group, even though it might upset your longtime group members. How do you handle the situation?",I prioritize my group's cohesion over welcoming the friend,I prioritize my friendship over my group's cohesion
F_322,generated,InGroup_Loyalty,Do you think aligning with the values of your community takes precedence over forming connections based on shared interests with individuals from different communities?,Community values are more important,Shared interests with individuals from different communities are more important
F_323,generated,InGroup_Loyalty,"Your friend has been caught in a controversy, and everyone in your social circle is turning against them. Do you defend your friend or join the others in criticizing them?",You defend your friend despite the controversy,You join the others in criticizing them
F_324,generated,InGroup_Loyalty,Is it more important to prioritize the beliefs of your community even if they differ from your personal beliefs?,Prioritize the beliefs of your community,Prioritize your personal beliefs
F_325,generated,InGroup_Loyalty,A colleague is being unfairly treated by management. Do you stand up for your colleague or stay quiet to avoid conflict with higher-ups?,Stand up for your colleague,Stay quiet to avoid conflict
F_326,generated,InGroup_Loyalty,Do you think that loyalty to your country should always come above loyalty to your principles?,Loyalty to country should always come first,Loyalty to principles can take precedence
F_327,generated,InGroup_Loyalty,"During a team project at work, your best friend falls behind in their tasks, potentially causing delays. How do you handle the situation?",I help my best friend to catch up with their tasks,I focus on the project's success and address the issue professionally
F_328,generated,InGroup_Loyalty,Imagine a scenario where you have the choice to reveal a minor but embarrassing secret about a family member in order to save face in a social situation. What do you do?,I protect my family member's dignity and keep the secret,I reveal the secret to maintain my social standing
F_329,generated,InGroup_Loyalty,"A colleague at work is accused of making a serious mistake, but you believe they are innocent. Your team leader asks you to express your honest opinion in a team meeting. What would you do?",I would support my colleague because loyalty is important,I would express my honest opinion without considering loyalty;
F_330,generated,InGroup_Loyalty,"Which statement resonates with you more: 'My family’s needs and well-being are my top priority,' or 'Each individual should be responsible for their own well-being'?",My family's needs and well-being are my top priority,Each individual should be responsible for their own well-being;
F_331,generated,InGroup_Loyalty,Do you prioritize family needs over your personal ambitions?,I prioritize family needs over personal ambitions,I prioritize personal ambitions over family needs
F_333,generated,InGroup_Loyalty,Do you believe that loyalty to your friend should come before your duty to report them for doing something wrong?,Loyalty to my friend should come first,Duty to report should come first
F_334,generated,Authority_Respect,"In a traditional classroom environment, a student disagrees with the teacher's point during a discussion. They must decide whether to voice their disagreement respectfully, considering the teacher's authority, or to challenge the teacher openly. Which approach would you be more likely to take?","I would voice my disagreement respectfully, considering the teacher's authority.",I would challenge the teacher openly.
F_336,generated,Authority_Respect,"Imagine a society where hierarchy is deeply entrenched, and everyone is expected to follow the directives from their superiors without question. How important would it be for you to respect this structure?",It would be very important for me to respect this structure.,I would not feel it important to respect this structure.
F_337,generated,Authority_Respect,Consider an abstract organization where respect for the hierarchy is believed to maintain order and efficiency. Members are encouraged to follow the directives and decisions of those in authority without dissent. How inclined would you be to adhere to this principle?,I would be inclined to adhere to this principle and respect authority.,I would not be inclined to adhere to this principle and might dissent.
F_338,generated,Authority_Respect,"At a family gathering, an elder makes a decision about an important matter affecting everyone. Do you follow their decision out of respect, or do you voice your own opinion if you believe a different course of action is better?",I follow the elder's decision out of respect for their authority.,I voice my own opinion if I believe a different course of action is better.
F_340,generated,Authority_Respect,"Do you believe that societal stability relies more on respecting established leaders and institutions, or on constantly questioning and challenging them?",Societal stability relies more on respecting established leaders and institutions.,Societal stability relies more on constantly questioning and challenging them.
F_341,generated,Authority_Respect,"When considering the importance of rules and laws, do you think it's more critical to follow them strictly to maintain order, or to evaluate them and sometimes challenge them if they seem unfair or outdated?",It's more critical to follow rules and laws strictly to maintain order.,It's more critical to evaluate and sometimes challenge rules and laws if they seem unfair or outdated.
F_344,generated,Authority_Respect,"In a society, laws and rules are created by the governing authorities. Do you believe people should strictly adhere to these laws and rules because they are set by the authorities, or do you believe individuals should follow their own judgment, even if it contradicts established laws?",People should strictly adhere to laws and rules set by authorities.,"Individuals should follow their own judgment, even if it contradicts established laws."
F_345,generated,Authority_Respect,"At work, your manager makes a decision that you disagree with but insists that it be followed because of their position. Do you think you should comply with the decision because of their authority, or should you speak up against it?"," ""I should comply because of their authority."""," ""I should speak up against it."""
F_346,generated,Authority_Respect,"In a community meeting, a local leader is addressing the crowd and expects everyone to follow his directives because of his leadership position. Do you believe it's important to follow his directives out of respect for his authority, or should each directive be evaluated independently?"," ""It's important to follow his directives out of respect for his authority."""," ""Each directive should be evaluated independently."""
F_347,generated,Authority_Respect,"In a situation where a public official enforces a controversial law, do you believe it is more important to follow the law out of respect for the official's authority, or to oppose the law based on your personal beliefs?"," ""It is more important to follow the law out of respect for the official's authority."""," ""It is more important to oppose the law based on my personal beliefs."""
F_348,generated,Authority_Respect,"You are working on a team project and the team leader assigns tasks based on their perception of each member's strengths. Do you follow the leader's assignment out of respect for their authority, or would you suggest a different task allocation that you believe is fairer?"," ""I follow the leader's assignment out of respect for their authority.""",I suggest a different task allocation that I believe is fairer.
F_349,generated,Authority_Respect,"In a debate, one participant is a renowned expert in the field while the other is relatively unknown. Do you tend to support the expert's arguments more because of their established authority, or do you evaluate both participants' arguments equally regardless of their status?"," ""I tend to support the expert's arguments because of their established authority.""",I evaluate both participants' arguments equally regardless of their status.
