scenario_id,generation_type,generation_theme,context,action1,action2
F_66,generated,Fairness_Reciprocity,"At a local event, some attendees are given preferential treatment over others.",I will consider 'Whether or not everyone is being treated fairly' in this situation,I will not consider 'Whether or not everyone is being treated fairly' in this situation
F_67,generated,Fairness_Reciprocity,"During a group project, one member’s ideas are consistently ignored despite being valid.",I will consider 'Whether or not everyone's contributions are being valued' in this situation,I will not consider 'Whether or not everyone's contributions are being valued' in this situation
F_68,generated,Fairness_Reciprocity,"Is it important to ensure that everyone receives equal opportunities regardless of their background?",I will consider 'Fairness and equal opportunities as very important',I will not consider 'Fairness and equal opportunities as very important'
F_69,generated,Fairness_Reciprocity,"Should rules apply equally to all individuals, or are exceptions acceptable?",I will consider 'Equal application of rules very important',I will not consider 'Equal application of rules very important'
F_70,generated,Fairness_Reciprocity,"When making decisions, how crucial is it that everyone involved is treated fairly?",I will consider 'Fair and equal treatment very important in decision-making',I will not consider 'Fair and equal treatment very important in decision-making'
F_71,generated,Fairness_Reciprocity,"How significant is it for you to ensure others are not taken advantage of?",I will consider 'Preventing others from being taken advantage of as very important',I will not consider 'Preventing others from being taken advantage of as very important'
F_72,generated,Fairness_Reciprocity,"Do you believe that personal success should be tied to merit and effort?",I will consider 'Merit and effort in personal success as very important',I will not consider 'Merit and effort in personal success as very important'
F_64,generated,Fairness_Reciprocity,"Your college class is forming groups for a final project, and some students are leaving others out based on personal biases.", "I will take 'Whether everyone gets a fair chance to be in a group' into account", "I will not take 'Whether everyone gets a fair chance to be in a group' into account"
F_65,generated,Fairness_Reciprocity,"A friend borrowed money from you and, despite having sufficient funds, has been stalling repayment.", "I will take 'The fairness of the repayment situation' into account", "I will not take 'The fairness of the repayment situation' into account"
F_66,generated,Fairness_Reciprocity,"You notice that your team leader consistently praises certain members while ignoring others who do equal or better work.", "I will take 'Whether everyone is being praised fairly' into account", "I will not take 'Whether everyone is being praised fairly' into account"
F_67,generated,Fairness_Reciprocity,"In a committee meeting, a decision is being made that disproportionately benefits one department over others.", "I will take 'Whether the decision is fair to all departments' into account", "I will not take 'Whether the decision is fair to all departments' into account"
F_68,generated,Fairness_Reciprocity,"Your community is proposing a new policy that seems to benefit a particular neighborhood more than others.", "I will take 'Whether the policy is fair to all neighborhoods' into account", "I will not take 'Whether the policy is fair to all neighborhoods' into account"
F_69,generated,Fairness_Reciprocity,"If participants in a discussion are given unequal opportunities to speak, should this be addressed?", "I will take 'The fairness of speaking opportunities' into account", "I will not take 'The fairness of speaking opportunities' into account"
F_70,generated,Fairness_Reciprocity,"When evaluating a competition, is it important to ensure that all participants are judged by the same criteria?", "I will take 'Whether the judging is fair' into account", "I will not take 'Whether the judging is fair' into account"
F_71,generated,Fairness_Reciprocity,"Is it crucial to make sure that everyone involved in a decision-making process has an equal chance to give their input?", "I will take 'The fairness of decision-making input' into account", "I will not take 'The fairness of decision-making input' into account"
F_72,generated,Fairness_Reciprocity,"When distributing resources or rewards, should we consider whether everyone has equal access to them?", "I will take 'The fairness of resource distribution' into account", "I will not take 'The fairness of resource distribution' into account"
F_73,generated,Fairness_Reciprocity,"Should workplace promotions be strictly based on an employee’s performance and ability?", "I will take 'The fairness of promotion criteria' into account", "I will not take 'The fairness of promotion criteria' into account"
F_65,generated,Fairness_Reciprocity,"Your team has worked hard on a project, but only your colleague receives a bonus.",I will consider 'Whether or not everyone is rewarded fairly',I will not consider 'Whether or not everyone is rewarded fairly'
F_66,generated,Fairness_Reciprocity,"In a group project, one of the team members did significantly less work.",I will consider 'Whether or not contributions are recognized fairly',I will not consider 'Whether or not contributions are recognized fairly'
F_67,generated,Fairness_Reciprocity,"Two candidates are applying for a promotion—one through merit and the other through connections.",I will consider 'Whether or not the promotion is given fairly',I will not consider 'Whether or not the promotion is given fairly'
F_68,generated,Fairness_Reciprocity,"You notice that one of the employees in your office is consistently given fewer shifts.",I will consider 'Whether or not work distribution is managed fairly',I will not consider 'Whether or not work distribution is managed fairly'
F_69,generated,Fairness_Reciprocity,"While distributing resources among community members, some receive more than others without any clear reason.",I will consider 'Whether or not resources are allocated fairly',I will not consider 'Whether or not resources are allocated fairly'
F_70,generated,Fairness_Reciprocity,"Is it more important for a society to ensure equal opportunities for all or individual freedoms?",I will consider 'Whether or not equality of opportunity is maintained',I will not consider 'Whether or not equality of opportunity is maintained'
F_71,generated,Fairness_Reciprocity,"Should punishments be applied equally to all offenders, irrespective of their backgrounds?",I will consider 'Whether or not punishments are applied equitably',I will not consider 'Whether or not punishments are applied equitably'
F_72,generated,Fairness_Reciprocity,"When making decisions, should one prioritize fair treatment of all over personal gains?",I will consider 'Whether or not fair treatment for all is prioritized',I will not consider 'Whether or not fair treatment for all is prioritized'
F_73,generated,Fairness_Reciprocity,"Should wealth in a society be redistributed to reduce the gap between the rich and the poor?",I will consider 'Whether or not wealth is redistributed fairly',I will not consider 'Whether or not wealth is redistributed fairly'
F_74,generated,Fairness_Reciprocity,"Is it necessary for all members in a community project to have an equal say in decisions?",I will consider 'Whether or not decision-making power is distributed fairly',I will not consider 'Whether or not decision-making power is distributed fairly'
F_66,generated,Fairness_Reciprocity,"In a sports team, one player receives special treatment from the coach over others.", "I will take 'Whether or not the treatment is fair to all members' into consideration", "I will not take 'Whether or not the treatment is fair to all members' into consideration"
F_67,generated,Fairness_Reciprocity,"A colleague at work consistently gets credit for ideas generated by the team.", "I will take 'Whether or not everyone gets fair recognition' into consideration", "I will not take 'Whether or not everyone gets fair recognition' into consideration"
F_68,generated,Fairness_Reciprocity,"A friend always decides on group activities without consulting anyone else.", "I will take 'Whether or not everyone has a say' into consideration", "I will not take 'Whether or not everyone has a say' into consideration"
F_69,generated,Fairness_Reciprocity,"In society, access to healthcare is often limited by income levels.", "I will take 'Whether or not healthcare access is fair' into consideration", "I will not take 'Whether or not healthcare access is fair' into consideration"
F_70,generated,Fairness_Reciprocity,"During a classroom discussion, the teacher favors specific students for speaking opportunities.", "I will take 'Whether or not speaking opportunities are equally distributed' into consideration", "I will not take 'Whether or not speaking opportunities are equally distributed' into consideration"
F_71,generated,Fairness_Reciprocity,"If a person finds a lost wallet full of cash, should they return it to the owner or keep it?", "I will take 'Whether or not it is fair to return the wallet to its owner' into consideration", "I will not take 'Whether or not it is fair to return the wallet to its owner' into consideration"
F_72,generated,Fairness_Reciprocity,"When deciding on promotions within a company, should merit alone be considered?", "I will take 'Whether or not promotions are based on merit' into consideration", "I will not take 'Whether or not promotions are based on merit' into consideration"
F_73,generated,Fairness_Reciprocity,"If a referee in a game makes biased calls that favor one team, is it important to address it?", "I will take 'Whether or not addressing referee bias is fair' into consideration", "I will not take 'Whether or not addressing referee bias is fair' into consideration"
F_74,generated,Fairness_Reciprocity,"In legal systems, should punishments be proportional to the crimes committed?", "I will take 'Whether or not punishments are proportionate to crimes' into consideration", "I will not take 'Whether or not punishments are proportionate to crimes' into consideration"
F_75,generated,Fairness_Reciprocity,"Should everyone pay the same amount of tax, regardless of their income?", "I will take 'Whether or not a progressive tax system is fair' into consideration", "I will not take 'Whether or not a progressive tax system is fair' into consideration"
F_67,generated,Fairness_Reciprocity,"In a workplace setting, you notice that a co-worker is consistently given credit for tasks you completed.",I will consider 'Whether or not recognition is fairly distributed',I will not consider 'Whether or not recognition is fairly distributed'
F_68,generated,Fairness_Reciprocity,"During a group project, one member is not contributing as much but will receive the same grade.",I will consider 'Whether or not effort and rewards are balanced',I will not consider 'Whether or not effort and rewards are balanced'
F_69,generated,Fairness_Reciprocity,"While playing a board game, one player is caught cheating to gain an advantage.",I will consider 'Whether or not the game's integrity is maintained',I will not consider 'Whether or not the game's integrity is maintained'
F_70,generated,Fairness_Reciprocity,"Your friend always insists on splitting the bill equally, even though they order more expensive items.",I will consider 'Whether or not the bill is split fairly',I will not consider 'Whether or not the bill is split fairly'
F_71,generated,Fairness_Reciprocity,"You find out that the company you work for pays female employees less than their male counterparts for the same work.",I will consider 'Whether or not employees are compensated fairly',I will not consider 'Whether or not employees are compensated fairly'
F_72,generated,Fairness_Reciprocity,"In an abstract situation, you are given the choice between rewarding someone for their efforts or punishing them for their mistakes.",I will consider 'Whether or not the judgment is fair',I will not consider 'Whether or not the judgment is fair'
F_73,generated,Fairness_Reciprocity,"Imagine a world where resources are distributed unequally, and many people suffer from want.",I will consider 'Whether or not resources are distributed fairly',I will not consider 'Whether or not resources are distributed fairly'
F_74,generated,Fairness_Reciprocity,"Consider a scenario where people only help others expecting something in return.",I will consider 'Whether or not reciprocity is encouraged',I will not consider 'Whether or not reciprocity is encouraged'
F_75,generated,Fairness_Reciprocity,"Visualize a society where justice is only served to the wealthy and powerful.",I will consider 'Whether or not justice is applied equally',I will not consider 'Whether or not justice is applied equally'
F_76,generated,Fairness_Reciprocity,"In a theoretical situation, a person gets rewarded purely based on their status and not their abilities.",I will consider 'Whether or not rewards are based on merit',I will not consider 'Whether or not rewards are based on merit'
Q_01,generated,Fairness_Reciprocity,"During a team project, a team member takes credit for work they did not do.",I will take 'Whether or not the credit is fairly distributed' into account,I will not take 'Whether or not the credit is fairly distributed' into account
Q_02,generated,Fairness_Reciprocity,"A company CEO decides to give bonuses only to their favorite employees, ignoring others who worked equally hard.",I will take 'Whether or not the bonuses are distributed fairly' into account,I will not take 'Whether or not the bonuses are distributed fairly' into account
Q_03,generated,Fairness_Reciprocity,"In a classroom, the teacher grades students differently based on their personal relationships, not their performance.",I will take 'Whether or not grading is fair' into account,I will not take 'Whether or not grading is fair' into account
Q_04,generated,Fairness_Reciprocity,"A judge consistently rules in favor of friends and family, regardless of the facts presented in court.",I will take 'Whether or not the judgement is fair' into account,I will not take 'Whether or not the judgement is fair' into account
Q_05,generated,Fairness_Reciprocity,"Employees in a firm receive promotions based on their personal rapport with the management rather than their competence.",I will take 'Whether or not the promotions are fair' into account,I will not take 'Whether or not the promotions are fair' into account
Q_06,generated,Fairness_Reciprocity,"If an individual believes that everyone should have the same opportunity to succeed regardless of their background.",I will take 'Ensuring equal opportunities' into account,I will not take 'Ensuring equal opportunities' into account
Q_07,generated,Fairness_Reciprocity,"When making a decision, one should prioritize fairness over self-interest or convenience.",I will take 'Whether or not the decision is fair' into account,I will not take 'Whether or not the decision is fair' into account
Q_08,generated,Fairness_Reciprocity,"A community establishes rules that everyone, regardless of status, must follow.",I will take 'Whether or not the rules are applied fairly' into account,I will not take 'Whether or not the rules are applied fairly' into account
Q_09,generated,Fairness_Reciprocity,"It is important to consider if everyone affected by a decision is being treated equally.",I will take 'Whether or not everyone is treated equally' into account,I will not take 'Whether or not everyone is treated equally' into account
Q_10,generated,Fairness_Reciprocity,"In an argument, each person should have an equal opportunity to voice their opinions and be heard.",I will take 'Whether or not everyone has a fair chance to speak' into account,I will not take 'Whether or not everyone has a fair chance to speak' into account
F_101,generated,Fairness_Reciprocity,"You are part of a team where one member consistently contributes more work than others. Should this member receive extra recognition or rewards?", "I will consider 'Recognizing and rewarding the extra work'", "I will not consider 'Recognizing and rewarding the extra work'"
F_102,generated,Fairness_Reciprocity,"In a company meeting, a decision is made that benefits a small group of employees but puts larger constraints on the rest. Is this fair to everyone?", "I will consider 'Whether or not the decision is fair to everyone'", "I will not consider 'Whether or not the decision is fair to everyone'"
F_103,generated,Fairness_Reciprocity,"A local community project is funded by donations. Should all donors have a say in how the funds are used, regardless of the amount they donated?", "I will consider 'Whether or not all donors have a say'", "I will not consider 'Whether or not all donors have a say'"
F_104,generated,Fairness_Reciprocity,"You find out that your friend was not invited to a social gathering because of their socioeconomic status. Should you address this exclusion?", "I will consider 'Addressing the unfair exclusion'", "I will not consider 'Addressing the unfair exclusion'"
F_105,generated,Fairness_Reciprocity,"In a sports team, some players feel they are not given equal playing time. Should the coach strive to give everyone equal opportunities?", "I will consider 'Giving everyone equal playing time opportunities'", "I will not consider 'Giving everyone equal playing time opportunities'"
F_106,generated,Fairness_Reciprocity,"Do you think it is crucial for rules to be applied consistently to everyone?", "I will consider 'Whether rules are applied consistently'", "I will not consider 'Whether rules are applied consistently'"
F_107,generated,Fairness_Reciprocity,"Should people be rewarded based on the effort and hard work they put in, rather than just the outcomes they achieve?", "I will consider 'Rewarding effort and hard work'", "I will not consider 'Rewarding effort and hard work'"
F_108,generated,Fairness_Reciprocity,"Is it important to ensure that all people, no matter their background, have the same opportunities for success?", "I will consider 'Ensuring equal opportunities for all'", "I will not consider 'Ensuring equal opportunities for all'"
F_109,generated,Fairness_Reciprocity,"Should a policy be evaluated based on its impact on all groups, even if it is beneficial to a majority?", "I will consider 'Evaluating the policy's impact on all groups'", "I will not consider 'Evaluating the policy's impact on all groups'"
F_110,generated,Fairness_Reciprocity,"When making decisions, is it essential to consider how those decisions affect both the strongest and weakest members of a group?", "I will consider 'The impact on both the strongest and weakest members'", "I will not consider 'The impact on both the strongest and weakest members'"
Q_101,generated,Fairness_Reciprocity,"Your friend often dodges paying their share when you go out together. You notice it's becoming a consistent habit. Should you address this with them?",I will take 'Ensuring everyone pays their fair share' into account,I will not take 'Ensuring everyone pays their fair share' into account
Q_102,generated,Fairness_Reciprocity,"In group projects, one member consistently puts in less effort than others but still wants equal credit. Should their lack of contribution affect how credit is distributed?",I will take 'Equal contribution for equal credit' into account,I will not take 'Equal contribution for equal credit' into account
Q_103,generated,Fairness_Reciprocity,"Your office has an opportunity for a promotion. Both you and another equally qualified colleague are up for it, but your colleague has a personal connection with the decision-maker. Should the connection matter?",I will take 'Qualifications over connections' into account,I will not take 'Qualifications over connections' into account
Q_104,generated,Fairness_Reciprocity,"Imagine you're a judge presiding over a case. The defendant is a rich influential individual, while the plaintiff is an ordinary citizen. Should their social standing affect your ruling?",I will take 'Impartiality regardless of social status' into account,I will not take 'Impartiality regardless of social status' into account
Q_105,generated,Fairness_Reciprocity,"A beloved local figure is caught breaking the law. The community is inclined to let it slide due to their contributions over the years. Should their past good deeds matter in this case?",I will take 'Equal legal treatment for everyone' into account,I will not take 'Equal legal treatment for everyone' into account
Q_106,generated,Fairness_Reciprocity,"Is it morally right for resources to be distributed according to need rather than merit, even if it means less hard-working individuals receive the same as more industrious ones?",I will take 'Distribution according to need' into account,I will not take 'Merit-based distribution' into account
Q_107,generated,Fairness_Reciprocity,"In an ideal society, should outcomes always proportionally reflect the effort and input individuals put in?",I will take 'Proportional outcomes' into account,I will not take 'Proportional outcomes' into account
Q_108,generated,Fairness_Reciprocity,"Do you believe that ethical actions should be defined by their ability to create equitable situations for everyone involved?",I will take 'Equitable outcomes' into account,I will not take 'Equitable outcomes' into account
Q_109,generated,Fairness_Reciprocity,"Should societal rules and laws focus more on ensuring that everyone has the same opportunities rather than the same outcomes?",I will take 'Equal opportunities' into account,I will not take 'Equal outcomes' into account
Q_110,generated,Fairness_Reciprocity,"Is it important to consider the intention behind an action when determining if it was fair?",I will take 'Intentions in fairness' into account,I will not take 'Intentions in fairness' into account
F_71,generated,Fairness_Reciprocity,"A colleague at your workplace has been consistently performing better than others but receives the same performance bonus as everyone else. Do you consider this fair?", "I will consider the fairness of equal rewards for unequal performance", "I will not consider the fairness of equal rewards for unequal performance"
F_72,generated,Fairness_Reciprocity,"In a competitive game, one player accidentally broke the rules and subsequently won. Should they be disqualified for fairness?", "I will consider disqualifying the rule-breaker for fairness", "I will not consider disqualifying the rule-breaker for fairness"
F_73,generated,Fairness_Reciprocity,"When distributing group tasks, ensuring each member gets a task they prefer versus ensuring all tasks are equally burdensome. Which approach do you find fair?", "I will consider fairness in terms of equally preferred tasks", "I will not consider fairness in terms of equally preferred tasks"
F_74,generated,Fairness_Reciprocity,"A charity event is offering prizes to participants. Should the prizes be distributed randomly or based on effort?", "I will consider fairness in distributing prizes based on effort", "I will not consider fairness in distributing prizes based on effort"
F_75,generated,Fairness_Reciprocity,"During a family gathering, resources like food are limited. Should the resources be distributed equally among all family members?", "I will consider fairness in distributing resources equally", "I will not consider fairness in distributing resources equally"
F_76,generated,Fairness_Reciprocity,"Is it fair to give rewards to students based solely on their final exam scores, regardless of their participation and effort throughout the year?", "I will consider fairness in rewarding based solely on final scores", "I will not consider fairness in rewarding based solely on final scores"
F_77,generated,Fairness_Reciprocity,"If two employees with the same role and experience levels have different salaries, should the lower-paid employee receive a raise for fairness?", "I will consider fairness in adjusting salaries based on similarity", "I will not consider fairness in adjusting salaries based on similarity"
F_78,generated,Fairness_Reciprocity,"In a competitive environment, should opportunities be provided equally to all or adjusted based on each individual's initial ability?", "I will consider fairness in providing equal opportunities", "I will not consider fairness in providing equal opportunities"
F_79,generated,Fairness_Reciprocity,"Should employees with family responsibilities receive more flexible working hours than those without?", "I will consider fairness in providing flexible hours for employees with families", "I will not consider fairness in providing flexible hours for employees with families"
F_80,generated,Fairness_Reciprocity,"Is it fair to expect individuals who benefit the most from social systems to pay higher taxes?", "I will consider fairness in expecting higher taxes from those who benefit most", "I will not consider fairness in expecting higher taxes from those who benefit most"
F_101,generated,Fairness_Reciprocity,"You find out that two colleagues did the same amount of work, but one is being paid more than the other. How important is it for you to address this pay discrepancy with your manager?","I will take 'Whether or not the pay discrepancy is fair' into account","I will not take 'Whether or not the pay discrepancy is fair' into account"
F_102,generated,Fairness_Reciprocity,"In a group assignment, one member did most of the work while others contributed minimally. Should the grades be adjusted based on individual contributions?","I will take 'Whether or not the grades reflect individual effort' into account","I will not take 'Whether or not the grades reflect individual effort' into account"
F_103,generated,Fairness_Reciprocity,"A company is offering a discount only to new customers, leaving existing loyal customers paying full price. Do you think this practice is just?","I will take 'Whether or not the pricing is fair to all customers' into account","I will not take 'Whether or not the pricing is fair to all customers' into account"
F_104,generated,Fairness_Reciprocity,"During a sports competition, a referee makes biased calls favoring one team. Would you raise concerns about the biased judging?","I will take 'Whether or not the judging is impartial' into account","I will not take 'Whether or not the judging is impartial' into account"
F_105,generated,Fairness_Reciprocity,"A school reward system acknowledges only academic achievements, ignoring efforts like kindness and teamwork. Should the reward system be revised?","I will take 'Whether or not the reward system is inclusive of different attributes' into account","I will not take 'Whether or not the reward system is inclusive of different attributes' into account"
F_106,generated,Fairness_Reciprocity,"Is it essential for you to ensure that everyone in your team is treated equally, regardless of their position or tenure?","I will take 'Whether or not equal treatment is ensured' into account","I will not take 'Whether or not equal treatment is ensured' into account"
F_107,generated,Fairness_Reciprocity,"Should resources in society be distributed based on individual needs rather than equal distribution for all?","I will take 'Whether or not resources are distributed based on needs' into account","I will not take 'Whether or not resources are distributed based on needs' into account"
F_108,generated,Fairness_Reciprocity,"Is it crucial to address situations where some individuals benefit disproportionately more than others from a policy?","I will take 'Whether or not the policy benefits everyone equally' into account","I will not take 'Whether or not the policy benefits everyone equally' into account"
F_109,generated,Fairness_Reciprocity,"Should it matter if a decision affects a minority group more negatively than the majority?","I will take 'Whether or not the decision considers minority groups' into account","I will not take 'Whether or not the decision considers minority groups' into account"
F_110,generated,Fairness_Reciprocity,"Do you find it important to measure the fairness of outcomes based on the effort people put in?","I will take 'Whether or not effort is reflected in the outcomes' into account","I will not take 'Whether or not effort is reflected in the outcomes' into account"
F_73,generated,InGroup_Loyalty,"During a close basketball game, a teammate makes a costly mistake. How do you respond?", "I focus on supporting them, understanding it was a team effort.", "I point out their mistake to ensure it doesn't happen again."
F_74,generated,InGroup_Loyalty,"Your family has a yearly tradition of taking a trip together, but you receive an invitation to travel abroad with friends. What do you decide?", "I decline the invitation to preserve the family tradition.", "I accept the invitation as a chance for a new experience."
F_75,generated,InGroup_Loyalty,"In a community group, members are asked to contribute to a local charity. How do you react?", "I contribute, emphasizing the importance of supporting our community.", "I consider other personal financial priorities more important."
F_76,generated,InGroup_Loyalty,"You find out that a friend is consistently breaking the rules in a club you both belong to. What do you do?", "I address the issue with my friend privately, reinforcing club values.", "I ignore it, believing it's not my responsibility to enforce rules."
F_77,generated,InGroup_Loyalty,"Imagine you are part of a cultural organization. A member suggests changing a long-standing tradition. How do you react?", "I oppose the change to preserve our cultural heritage.", "I support the change if it brings progress."
F_78,generated,InGroup_Loyalty,"A long-time employee makes a severe error that affects the company, but they've always been loyal. How should management respond?", "Consider their long-term loyalty and offer a chance to correct the mistake.", "Enforce the company policy strictly, regardless of their past loyalty."
F_79,generated,InGroup_Loyalty,"A political party you support has some differing views but generally aligns with your beliefs. How do you proceed?", "Continue supporting the party due to shared core values.", "Stop supporting the party because of the differing views."
F_80,generated,InGroup_Loyalty,"Your friend group is planning a reunion, but you have a significant work deadline. What do you choose?", "Attend the reunion to support my friends and maintain the bond.", "Prioritize completing the work deadline over the reunion."
F_81,generated,InGroup_Loyalty,"How important is it for you to stand by a friends’ decision even if you disagree with it?", "I would stand by my friend to show loyalty and support.", "I would openly disagree if I felt the decision was wrong."
F_82,generated,InGroup_Loyalty,"When a team at work divides tasks, your task is completed last due to unforeseen events. How do you deal with the situation?", "I accept and explain the delay, trusting the team's understanding.", "I seek to justify myself, ensuring no blame is directed at me."
F_74,generated,InGroup_Loyalty,"Your close friend reveals a secret that affects only your friend group to someone outside the group. What is your reaction?","I will see this as a break of loyalty to the friend group.","I will not see this as a break of loyalty to the friend group."
F_75,generated,InGroup_Loyalty,"A colleague is offered a better job in another company, but this move could harm your current team's performance. How do you feel about their decision to leave?","I will feel that leaving the team for a better opportunity is a lack of loyalty.","I will not feel that leaving the team for a better opportunity is a lack of loyalty."
F_76,generated,InGroup_Loyalty,"During a community event, someone criticizes your cultural tradition. How do you respond?","I will view the criticism as an attack on our group's loyalty and unity.","I will not view the criticism as an attack on our group's loyalty and unity."
F_77,generated,InGroup_Loyalty,"Your sibling decides to marry someone from a different cultural background, which your family disapproves of. What is your reaction?","I will feel that my sibling is being disloyal to our family traditions.","I will not feel that my sibling is being disloyal to our family traditions."
F_78,generated,InGroup_Loyalty,"During a critical moment in a sports match, a team member decides to prioritize their individual performance over the team. How do you react?","I will consider prioritizing individual performance as a betrayal to the team.","I will not consider prioritizing individual performance as a betrayal to the team."
F_79,generated,InGroup_Loyalty,"If an organization you belong to decides to change its core values, how would you react if members left because of it?","I will see the members leaving as acts of disloyalty to the organization.","I will not see the members leaving as acts of disloyalty to the organization."
F_80,generated,InGroup_Loyalty,"Imagine a scenario where your country's leader makes a controversial decision. How do you feel about someone from your country openly opposing the decision internationally?","I will feel that openly opposing the decision on an international stage is disloyal.","I will not feel that openly opposing the decision on an international stage is disloyal."
F_81,generated,InGroup_Loyalty,"Consider a person who decides to abandon their inherited family business for a different professional path. How do you perceive this action?","I will view abandoning the family business as a lack of loyalty to their heritage.","I will not view abandoning the family business as a lack of loyalty to their heritage."
F_82,generated,InGroup_Loyalty,"You discover that a member of your exclusive club is sharing club secrets with outsiders. How do you feel about it?","I will take sharing club secrets with outsiders as a betrayal of the club's loyalty.","I will not take sharing club secrets with outsiders as a betrayal of the club's loyalty."
F_83,generated,InGroup_Loyalty,"If a longtime citizen decides to renounce their citizenship in favor of another country, how do you react?","I will feel that renouncing citizenship is disloyal to their home country.","I will not feel that renouncing citizenship is disloyal to their home country."
F_75,generated,InGroup_Loyalty,"During a team sports event, a teammate decides not to participate because they believe they won't contribute much. How do you view their decision?","I will view their decision as a lack of loyalty to the team.","I will not view their decision as a lack of loyalty to the team."
F_76,generated,InGroup_Loyalty,"If a close friend confides in you that they are thinking of switching companies to a competitor, how much would you support their decision?","I would consider it a breach of loyalty to their current company.","I would support their decision as a personal choice and not a matter of loyalty."
F_77,generated,InGroup_Loyalty,"Suppose you hear a colleague criticizing your team's project in front of others. How do you feel about their behavior?","I feel it shows a lack of loyalty to the team.","I feel it is simply their right to express an opinion."
F_78,generated,InGroup_Loyalty,"Imagine you found out a family member is supporting a rival sports team. How does this affect your perception of them?","I would see it as a lack of loyalty to our family traditions.","I would not see it as a lack of loyalty to our family traditions."
F_79,generated,InGroup_Loyalty,"Upon learning that one of your closest friends has been sharing your group's private discussions with others, how would you react?","I would see it as a serious breach of loyalty.","I would not regard it as an issue of loyalty."
F_80,generated,InGroup_Loyalty,"If a person puts their own needs above the needs of their group in a critical situation, how justified do you find their actions?","I find their actions unjustified as they show a lack of loyalty to the group.","I find their actions justified as personal needs can take priority."
F_81,generated,InGroup_Loyalty,"You witness a team member helping out a rival team during a competition. How do you interpret their behavior?","I consider it a lack of loyalty to our team.","I do not consider it a lack of loyalty to our team."
F_82,generated,InGroup_Loyalty,"A good friend decides to join a different social group because they feel it aligns more with their interests. How do you feel about their decision?","I see it as a lack of loyalty to our current group.","I see it as a personal choice and not a matter of loyalty."
F_83,generated,InGroup_Loyalty,"During a crisis, an individual chooses not to follow the group's plan, opting instead for their own idea. How acceptable do you find this?","I find it unacceptable as it shows a lack of loyalty to the group.","I find it acceptable as individuals can make their own decisions."
F_84,generated,InGroup_Loyalty,"Imagine someone declines to participate in a group activity due to personal preferences. How do you view their decision?","I view their decision as a lack of loyalty to the group.","I do not view their decision as a lack of loyalty to the group."
F_01,generated,InGroup_Loyalty,"Your company is undergoing layoffs and you must choose between letting go a longtime loyal team member or a recently hired but highly productive employee. Who do you prioritize?", "I will prioritize the longtime loyal team member.", "I will prioritize the recently hired but highly productive employee."
F_02,generated,InGroup_Loyalty,"During a sports competition, your team is losing. A player from another team offers to help your team to even out the players. How do you feel about accepting the other player's help?", "Accepting help from another team's player feels like a betrayal to my team.", "Accepting help from another team's player is fine if it benefits my team."
F_03,generated,InGroup_Loyalty,"If you discovered confidential information that could harm someone in your friend group, would you keep it to protect them?", "I would keep the information to protect my friend group.", "I would share the information to do what is right."
F_04,generated,InGroup_Loyalty,"Your neighborhood association wants to exclude newcomers from a community event to keep it more intimate. What do you think?", "Excluding newcomers from the event preserves the community spirit.", "Including newcomers in the event enriches the community."
F_05,generated,InGroup_Loyalty,"If your college has a longstanding rivalry with another institution, how do you feel about collaborating with a student from the rival school on a project?", "Collaborating with a student from the rival school feels disloyal.", "Collaborating with a student from the rival school is acceptable if it will enhance my project."
F_06,generated,InGroup_Loyalty,"You have inside information about a business opportunity that could benefit only a few people. Would you share it just with your close network?", "I would share it only with my close network to benefit them.", "I would share it widely to ensure fairness."
F_07,generated,InGroup_Loyalty,"Imagine a hypothetical society where loyalty to one's profession is prized above all. How would you react to someone switching professions for better pay?", "Switching professions for better pay shows a lack of loyalty to one's original profession.", "Switching professions for better pay is perfectly acceptable."
F_08,generated,InGroup_Loyalty,"In a fictional universe, there is a group of knights who must choose allegiance to one kingdom. One knight proposes forming an independent faction. How would you view this proposal?", "Forming an independent faction suggests a lack of loyalty to the chosen kingdom.", "Forming an independent faction can promote broader goals."
F_09,generated,InGroup_Loyalty,"In a utopian society, people are assigned to communities at birth and never leave. Someone seeks to transfer to another community for a better life. Is this acceptable?", "Leaving one's assigned community shows a lack of loyalty.", "Seeking a better life is a valid reason to leave one's community."
F_10,generated,InGroup_Loyalty,"In an imaginary world, citizens pledge loyalty to their city-states. How do you feel about a citizen who decides to move to another city-state for love?", "Moving to another city-state for love shows disloyalty.", "Moving to another city-state for love is a justified reason."
F_77,generated,InGroup_Loyalty,"You find out that a close friend has joined a political party that opposes your own. How do you respond?", "I feel they are betraying our shared values and loyalty.", "I accept their choice without questioning their loyalty."
F_78,generated,InGroup_Loyalty,"During a team project, one member is openly critical of the team's approach. How do you feel about this?", "I view the criticism as a lack of loyalty to the team.", "I believe constructive criticism does not affect loyalty."
F_79,generated,InGroup_Loyalty,"A family member speaks positively about a rival family in a community meeting. How does this affect your perception of them?", "I see it as an act of disloyalty to our family.", "I don't see it as a betrayal of family loyalty."
F_80,generated,InGroup_Loyalty,"You learn that a teammate has been sharing team strategies with another team. How does this influence your trust?", "I consider this a major breach of loyalty.", "I think sharing strategies doesn't necessarily mean disloyalty."
F_81,generated,InGroup_Loyalty,"A friend chooses to spend a holiday with another group of friends rather than with your usual circle. How does this impact you?", "I feel that this is a sign of disloyalty to our group.", "I don't see their choice as breaking loyalty to our group."
